date,color,quantity_sold
2024-09-05,magenta,5
2024-09-05,navy,9
2024-09-05,teal,4
2024-09-05,maroon,5
2024-09-05,lime,8
2024-09-05,gold,9
2024-09-05,silver,11
2024-09-05,beige,1
2024-09-05,turquoise,5
2024-09-05,indigo,11
2024-09-06,red,14
2024-09-06,blue,5
2024-09-06,green,8
2024-09-06,yellow,6
2024-09-06,black,5
2024-09-06,white,4
2024-09-06,purple,3
2024-09-06,orange,5
2024-09-06,pink,10
2024-09-06,gray,8
2024-09-06,brown,5
2024-09-06,cyan,4
2024-09-06,magenta,5
2024-09-06,navy,9
2024-09-06,teal,5
2024-09-06,maroon,2
2024-09-06,lime,6
2024-09-06,gold,9
2024-09-06,silver,8
2024-09-06,beige,7
2024-09-06,turquoise,3
2024-09-06,indigo,7
2024-09-07,red,5
2024-09-07,blue,0
2024-09-07,green,2
2024-09-07,yellow,4
2024-09-07,black,7
2024-09-07,white,3
2024-09-07,purple,8
2024-09-07,orange,11
2024-09-07,pink,1
2024-09-07,gray,2
2024-09-07,brown,11
2024-09-07,cyan,2
2024-09-07,magenta,3
2024-09-07,navy,5
2024-09-07,teal,7
2024-09-07,maroon,7
2024-09-07,lime,5
2024-09-07,gold,16
2024-09-07,silver,5
2024-09-07,beige,4
2024-09-07,turquoise,7
2024-09-07,indigo,0
2024-09-08,red,15
2024-09-08,blue,2
2024-09-08,green,5
2024-09-08,yellow,8
2024-09-08,black,8
2024-09-08,white,5
2024-09-08,purple,11
2024-09-08,orange,6
2024-09-08,pink,1
2024-09-08,gray,4
2024-09-08,brown,3
2024-09-08,cyan,0
2024-09-08,magenta,9
2024-09-08,navy,8
2024-09-08,teal,9
2024-09-08,maroon,7
2024-09-08,lime,10
2024-09-08,gold,9
2024-09-08,silver,9
2024-09-08,beige,6
2024-09-08,turquoise,2
2024-09-08,indigo,4
2024-09-09,red,15
2024-09-09,blue,9
2024-09-09,green,9
2024-09-09,yellow,6
2024-09-09,black,12
2024-09-09,white,0
2024-09-09,purple,5
2024-09-09,orange,2
2024-09-09,pink,0
2024-09-09,gray,4
2024-09-09,brown,3
2024-09-09,cyan,6
2024-09-09,magenta,2
2024-09-09,navy,2
2024-09-09,teal,7
2024-09-09,maroon,5
2024-09-09,lime,1
2024-09-09,gold,12
2024-09-09,silver,4
2024-09-09,beige,0
2024-09-09,turquoise,7
2024-09-09,indigo,6
2024-09-10,red,13
2024-09-10,blue,5
2024-09-10,green,5
2024-09-10,yellow,12
2024-09-10,black,14
2024-09-10,white,7
2024-09-10,purple,1
2024-09-10,orange,6
2024-09-10,pink,11
2024-09-10,gray,5
2024-09-10,brown,3
2024-09-10,cyan,4
2024-09-10,magenta,6
2024-09-10,navy,10
2024-09-10,teal,10
2024-09-10,maroon,0
2024-09-10,lime,7
2024-09-10,gold,15
2024-09-10,silver,8
2024-09-10,beige,6
2024-09-10,turquoise,3
2024-09-10,indigo,10
2024-09-11,red,15
2024-09-11,blue,6
2024-09-11,green,5
2024-09-11,yellow,7
2024-09-11,black,9
2024-09-11,white,6
2024-09-11,purple,11
2024-09-11,orange,2
2024-09-11,pink,9
2024-09-11,gray,8
2024-09-11,brown,6
2024-09-11,cyan,4
2024-09-11,magenta,8
2024-09-11,navy,8
2024-09-11,teal,10
2024-09-11,maroon,4
2024-09-11,lime,0
2024-09-11,gold,11
2024-09-11,silver,4
2024-09-11,beige,4
2024-09-11,turquoise,8
2024-09-11,indigo,6
2024-09-12,red,10
2024-09-12,blue,11
2024-09-12,green,1
2024-09-12,yellow,3
2024-09-12,black,11
2024-09-12,white,9
2024-09-12,purple,3
2024-09-12,orange,3
2024-09-12,pink,5
2024-09-12,gray,9
2024-09-12,brown,7
2024-09-12,cyan,5
2024-09-12,magenta,8
2024-09-12,navy,1
2024-09-12,teal,6
2024-09-12,maroon,3
2024-09-12,lime,5
2024-09-12,gold,17
2024-09-12,silver,3
2024-09-12,beige,7
2024-09-12,turquoise,9
2024-09-12,indigo,11
2024-09-13,red,5
2024-09-13,blue,0
2024-09-13,green,3
2024-09-13,yellow,5
2024-09-13,black,9
2024-09-13,white,4
2024-09-13,purple,10
2024-09-13,orange,10
2024-09-13,pink,4
2024-09-13,gray,2
2024-09-13,brown,6
2024-09-13,cyan,3
2024-09-13,magenta,1
2024-09-13,navy,3
2024-09-13,teal,7
2024-09-13,maroon,6
2024-09-13,lime,6
2024-09-13,gold,13
2024-09-13,silver,8
2024-09-13,beige,8
2024-09-13,turquoise,10
2024-09-13,indigo,2
2024-09-14,red,8
2024-09-14,blue,6
2024-09-14,green,4
2024-09-14,yellow,0
2024-09-14,black,16
2024-09-14,white,0
2024-09-14,purple,4
2024-09-14,orange,3
2024-09-14,pink,3
2024-09-14,gray,6
2024-09-14,brown,4
2024-09-14,cyan,1
2024-09-14,magenta,1
2024-09-14,navy,5
2024-09-14,teal,3
2024-09-14,maroon,11
2024-09-14,lime,9
2024-09-14,gold,12
2024-09-14,silver,3
2024-09-14,beige,0
2024-09-14,turquoise,0
2024-09-14,indigo,5
2024-09-15,red,15
2024-09-15,blue,3
2024-09-15,green,9
2024-09-15,yellow,0
2024-09-15,black,15
2024-09-15,white,6
2024-09-15,purple,8
2024-09-15,orange,3
2024-09-15,pink,2
2024-09-15,gray,0
2024-09-15,brown,8
2024-09-15,cyan,0
2024-09-15,magenta,6
2024-09-15,navy,5
2024-09-15,teal,1
2024-09-15,maroon,8
2024-09-15,lime,5
2024-09-15,gold,8
2024-09-15,silver,10
2024-09-15,beige,4
2024-09-15,turquoise,6
2024-09-15,indigo,9
2024-09-16,red,14
2024-09-16,blue,6
2024-09-16,green,3
2024-09-16,yellow,3
2024-09-16,black,9
2024-09-16,white,6
2024-09-16,purple,5
2024-09-16,orange,7
2024-09-16,pink,6
2024-09-16,gray,3
2024-09-16,brown,11
2024-09-16,cyan,2
2024-09-16,magenta,9
2024-09-16,navy,1
2024-09-16,teal,8
2024-09-16,maroon,3
2024-09-16,lime,7
2024-09-16,gold,14
2024-09-16,silver,8
2024-09-16,beige,0
2024-09-16,turquoise,0
2024-09-16,indigo,2
2024-09-17,red,5
2024-09-17,blue,7
2024-09-17,green,0
2024-09-17,yellow,11
2024-09-17,black,12
2024-09-17,white,2
2024-09-17,purple,7
2024-09-17,orange,11
2024-09-17,pink,1
2024-09-17,gray,10
2024-09-17,brown,6
2024-09-17,cyan,9
2024-09-17,magenta,8
2024-09-17,navy,11
2024-09-17,teal,5
2024-09-17,maroon,7
2024-09-17,lime,3
2024-09-17,gold,9
2024-09-17,silver,12
2024-09-17,beige,5
2024-09-17,turquoise,6
2024-09-17,indigo,5
2024-09-18,red,11
2024-09-18,blue,6
2024-09-18,green,7
2024-09-18,yellow,8
2024-09-18,black,14
2024-09-18,white,11
2024-09-18,purple,4
2024-09-18,orange,3
2024-09-18,pink,8
2024-09-18,gray,7
2024-09-18,brown,4
2024-09-18,cyan,4
2024-09-18,magenta,4
2024-09-18,navy,4
2024-09-18,teal,12
2024-09-18,maroon,10
2024-09-18,lime,0
2024-09-18,gold,6
2024-09-18,silver,8
2024-09-18,beige,2
2024-09-18,turquoise,1
2024-09-18,indigo,2
2024-09-19,red,13
2024-09-19,blue,6
2024-09-19,green,2
2024-09-19,yellow,8
2024-09-19,black,12
2024-09-19,white,2
2024-09-19,purple,3
2024-09-19,orange,1
2024-09-19,pink,4
2024-09-19,gray,6
2024-09-19,brown,2
2024-09-19,cyan,7
2024-09-19,magenta,4
2024-09-19,navy,4
2024-09-19,teal,6
2024-09-19,maroon,0
2024-09-19,lime,11
2024-09-19,gold,10
2024-09-19,silver,6
2024-09-19,beige,8
2024-09-19,turquoise,0
2024-09-19,indigo,9
2024-09-20,red,7
2024-09-20,blue,3
2024-09-20,green,5
2024-09-20,yellow,9
2024-09-20,black,11
2024-09-20,white,7
2024-09-20,purple,9
2024-09-20,orange,4
2024-09-20,pink,2
2024-09-20,gray,5
2024-09-20,brown,3
2024-09-20,cyan,9
2024-09-20,magenta,5
2024-09-20,navy,6
2024-09-20,teal,1
2024-09-20,maroon,6
2024-09-20,lime,8
2024-09-20,gold,10
2024-09-20,silver,4
2024-09-20,beige,6
2024-09-20,turquoise,5
2024-09-20,indigo,5
2024-09-21,red,8
2024-09-21,blue,1
2024-09-21,green,9
2024-09-21,yellow,3
2024-09-21,black,12
2024-09-21,white,9
2024-09-21,purple,6
2024-09-21,orange,7
2024-09-21,pink,2
2024-09-21,gray,8
2024-09-21,brown,3
2024-09-21,cyan,2
2024-09-21,magenta,11
2024-09-21,navy,7
2024-09-21,teal,4
2024-09-21,maroon,4
2024-09-21,lime,0
2024-09-21,gold,14
2024-09-21,silver,8
2024-09-21,beige,9
2024-09-21,turquoise,11
2024-09-21,indigo,7
2024-09-22,red,13
2024-09-22,blue,5
2024-09-22,green,0
2024-09-22,yellow,2
2024-09-22,black,7
2024-09-22,white,0
2024-09-22,purple,6
2024-09-22,orange,2
2024-09-22,pink,5
2024-09-22,gray,6
2024-09-22,brown,5
2024-09-22,cyan,0
2024-09-22,magenta,8
2024-09-22,navy,2
2024-09-22,teal,0
2024-09-22,maroon,10
2024-09-22,lime,7
2024-09-22,gold,12
2024-09-22,silver,1
2024-09-22,beige,8
2024-09-22,turquoise,11
2024-09-22,indigo,10
2024-09-23,red,12
2024-09-23,blue,9
2024-09-23,green,0
2024-09-23,yellow,2
2024-09-23,black,11
2024-09-23,white,5
2024-09-23,purple,6
2024-09-23,orange,0
2024-09-23,pink,4
2024-09-23,gray,5
2024-09-23,brown,7
2024-09-23,cyan,1
2024-09-23,magenta,7
2024-09-23,navy,9
2024-09-23,teal,0
2024-09-23,maroon,3
2024-09-23,lime,3
2024-09-23,gold,15
2024-09-23,silver,6
2024-09-23,beige,5
2024-09-23,turquoise,8
2024-09-23,indigo,9
2024-09-24,red,15
2024-09-24,blue,8
2024-09-24,green,7
2024-09-24,yellow,4
2024-09-24,black,14
2024-09-24,white,3
2024-09-24,purple,6
2024-09-24,orange,3
2024-09-24,pink,2
2024-09-24,gray,3
2024-09-24,brown,3
2024-09-24,cyan,0
2024-09-24,magenta,3
2024-09-24,navy,3
2024-09-24,teal,3
2024-09-24,maroon,5
2024-09-24,lime,1
2024-09-24,gold,14
2024-09-24,silver,9
2024-09-24,beige,9
2024-09-24,turquoise,9
2024-09-24,indigo,3
2024-09-25,red,15
2024-09-25,blue,9
2024-09-25,green,8
2024-09-25,yellow,4
2024-09-25,black,7
2024-09-25,white,2
2024-09-25,purple,10
2024-09-25,orange,2
2024-09-25,pink,5
2024-09-25,gray,2
2024-09-25,brown,3
2024-09-25,cyan,6
2024-09-25,magenta,0
2024-09-25,navy,9
2024-09-25,teal,9
2024-09-25,maroon,10
2024-09-25,lime,2
2024-09-25,gold,9
2024-09-25,silver,3
2024-09-25,beige,10
2024-09-25,turquoise,3
2024-09-25,indigo,10
2024-09-26,red,13
2024-09-26,blue,11
2024-09-26,green,3
2024-09-26,yellow,7
2024-09-26,black,9
2024-09-26,white,6
2024-09-26,purple,6
2024-09-26,orange,8
2024-09-26,pink,8
2024-09-26,gray,1
2024-09-26,brown,3
2024-09-26,cyan,1
2024-09-26,magenta,8
2024-09-26,navy,2
2024-09-26,teal,2
2024-09-26,maroon,5
2024-09-26,lime,3
2024-09-26,gold,10
2024-09-26,silver,2
2024-09-26,beige,4
2024-09-26,turquoise,2
2024-09-26,indigo,8
2024-09-27,red,12
2024-09-27,blue,4
2024-09-27,green,0
2024-09-27,yellow,8
2024-09-27,black,12
2024-09-27,white,8
2024-09-27,purple,0
2024-09-27,orange,2
2024-09-27,pink,4
2024-09-27,gray,9
2024-09-27,brown,3
2024-09-27,cyan,8
2024-09-27,magenta,8
2024-09-27,navy,5
2024-09-27,teal,5
2024-09-27,maroon,6
2024-09-27,lime,6
2024-09-27,gold,9
2024-09-27,silver,3
2024-09-27,beige,5
2024-09-27,turquoise,10
2024-09-27,indigo,9
2024-09-28,red,13
2024-09-28,blue,8
2024-09-28,green,5
2024-09-28,yellow,3
2024-09-28,black,13
2024-09-28,white,1
2024-09-28,purple,4
2024-09-28,orange,5
2024-09-28,pink,2
2024-09-28,gray,8
2024-09-28,brown,10
2024-09-28,cyan,0
2024-09-28,magenta,9
2024-09-28,navy,3
2024-09-28,teal,4
2024-09-28,maroon,2
2024-09-28,lime,7
2024-09-28,gold,9
2024-09-28,silver,0
2024-09-28,beige,0
2024-09-28,turquoise,7
2024-09-28,indigo,3
2024-09-29,red,8
2024-09-29,blue,4
2024-09-29,green,9
2024-09-29,yellow,0
2024-09-29,black,10
2024-09-29,white,1
2024-09-29,purple,9
2024-09-29,orange,1
2024-09-29,pink,3
2024-09-29,gray,0
2024-09-29,brown,3
2024-09-29,cyan,2
2024-09-29,magenta,4
2024-09-29,navy,10
2024-09-29,teal,2
2024-09-29,maroon,5
2024-09-29,lime,11
2024-09-29,gold,13
2024-09-29,silver,7
2024-09-29,beige,5
2024-09-29,turquoise,6
2024-09-29,indigo,9
2024-09-30,red,11
2024-09-30,blue,0
2024-09-30,green,0
2024-09-30,yellow,9
2024-09-30,black,16
2024-09-30,white,2
2024-09-30,purple,11
2024-09-30,orange,2
2024-09-30,pink,6
2024-09-30,gray,9
2024-09-30,brown,12
2024-09-30,cyan,7
2024-09-30,magenta,5
2024-09-30,navy,1
2024-09-30,teal,9
2024-09-30,maroon,4
2024-09-30,lime,7
2024-09-30,gold,14
2024-09-30,silver,2
2024-09-30,beige,0
2024-09-30,turquoise,0
2024-09-30,indigo,2
2024-10-01,red,11
2024-10-01,blue,9
2024-10-01,green,3
2024-10-01,yellow,2
2024-10-01,black,10
2024-10-01,white,3
2024-10-01,purple,7
2024-10-01,orange,7
2024-10-01,pink,11
2024-10-01,gray,6
2024-10-01,brown,9
2024-10-01,cyan,0
2024-10-01,magenta,9
2024-10-01,navy,4
2024-10-01,teal,7
2024-10-01,maroon,6
2024-10-01,lime,8
2024-10-01,gold,6
2024-10-01,silver,7
2024-10-01,beige,0
2024-10-01,turquoise,9
2024-10-01,indigo,7
2024-10-02,red,13
2024-10-02,blue,6
2024-10-02,green,2
2024-10-02,yellow,0
2024-10-02,black,11
2024-10-02,white,1
2024-10-02,purple,4
2024-10-02,orange,5
2024-10-02,pink,7
2024-10-02,gray,3
2024-10-02,brown,2
2024-10-02,cyan,3
2024-10-02,magenta,7
2024-10-02,navy,11
2024-10-02,teal,6
2024-10-02,maroon,6
2024-10-02,lime,7
2024-10-02,gold,15
2024-10-02,silver,1
2024-10-02,beige,0
2024-10-02,turquoise,5
2024-10-02,indigo,9
2024-10-03,red,14
2024-10-03,blue,11
2024-10-03,green,6
2024-10-03,yellow,10
2024-10-03,black,12
2024-10-03,white,10
2024-10-03,purple,4
2024-10-03,orange,2
2024-10-03,pink,6
2024-10-03,gray,8
2024-10-03,brown,2
2024-10-03,cyan,3
2024-10-03,magenta,7
2024-10-03,navy,10
2024-10-03,teal,6
2024-10-03,maroon,4
2024-10-03,lime,4
2024-10-03,gold,6
2024-10-03,silver,1
2024-10-03,beige,0
2024-10-03,turquoise,8
2024-10-03,indigo,3
2024-10-04,red,8
2024-10-04,blue,10
2024-10-04,green,5
2024-10-04,yellow,9
2024-10-04,black,13
2024-10-04,white,4
2024-10-04,purple,10
2024-10-04,orange,8
2024-10-04,pink,9
2024-10-04,gray,11
2024-10-04,brown,5
2024-10-04,cyan,4
2024-10-04,magenta,9
2024-10-04,navy,4
2024-10-04,teal,6
2024-10-04,maroon,2
2024-10-04,lime,4
2024-10-04,gold,11
2024-10-04,silver,4
2024-10-04,beige,3
2024-10-04,turquoise,1
2024-10-04,indigo,0
2024-10-05,red,13
2024-10-05,blue,2
2024-10-05,green,0
2024-10-05,yellow,3
2024-10-05,black,12
2024-10-05,white,0
2024-10-05,purple,5
2024-10-05,orange,6
2024-10-05,pink,0
2024-10-05,gray,0
2024-10-05,brown,12
2024-10-05,cyan,6
2024-10-05,magenta,7
2024-10-05,navy,8
2024-10-05,teal,3
2024-10-05,maroon,5
2024-10-05,lime,5
2024-10-05,gold,12
2024-10-05,silver,2
2024-10-05,beige,0
2024-10-05,turquoise,12
2024-10-05,indigo,3
2024-10-06,red,6
2024-10-06,blue,8
2024-10-06,green,3
2024-10-06,yellow,9
2024-10-06,black,10
2024-10-06,white,3
2024-10-06,purple,6
2024-10-06,orange,10
2024-10-06,pink,1
2024-10-06,gray,8
2024-10-06,brown,6
2024-10-06,cyan,8
2024-10-06,magenta,4
2024-10-06,navy,4
2024-10-06,teal,6
2024-10-06,maroon,1
2024-10-06,lime,8
2024-10-06,gold,5
2024-10-06,silver,7
2024-10-06,beige,0
2024-10-06,turquoise,8
2024-10-06,indigo,5
2024-10-07,red,15
2024-10-07,blue,1
2024-10-07,green,1
2024-10-07,yellow,6
2024-10-07,black,5
2024-10-07,white,0
2024-10-07,purple,11
2024-10-07,orange,6
2024-10-07,pink,0
2024-10-07,gray,6
2024-10-07,brown,5
2024-10-07,cyan,5
2024-10-07,magenta,0
2024-10-07,navy,10
2024-10-07,teal,8
2024-10-07,maroon,1
2024-10-07,lime,1
2024-10-07,gold,10
2024-10-07,silver,12
2024-10-07,beige,8
2024-10-07,turquoise,4
2024-10-07,indigo,6
2024-10-08,red,5
2024-10-08,blue,7
2024-10-08,green,8
2024-10-08,yellow,5
2024-10-08,black,10
2024-10-08,white,2
2024-10-08,purple,4
2024-10-08,orange,4
2024-10-08,pink,1
2024-10-08,gray,0
2024-10-08,brown,4
2024-10-08,cyan,3
2024-10-08,magenta,4
2024-10-08,navy,2
2024-10-08,teal,0
2024-10-08,maroon,8
2024-10-08,lime,1
2024-10-08,gold,9
2024-10-08,silver,4
2024-10-08,beige,5
2024-10-08,turquoise,6
2024-10-08,indigo,2
2024-10-09,red,9
2024-10-09,blue,8
2024-10-09,green,9
2024-10-09,yellow,9
2024-10-09,black,7
2024-10-09,white,5
2024-10-09,purple,1
2024-10-09,orange,10
2024-10-09,pink,2
2024-10-09,gray,5
2024-10-09,brown,9
2024-10-09,cyan,9
2024-10-09,magenta,9
2024-10-09,navy,7
2024-10-09,teal,0
2024-10-09,maroon,7
2024-10-09,lime,9
2024-10-09,gold,9
2024-10-09,silver,7
2024-10-09,beige,9
2024-10-09,turquoise,8
2024-10-09,indigo,7
2024-10-10,red,12
2024-10-10,blue,8
2024-10-10,green,8
2024-10-10,yellow,9
2024-10-10,black,11
2024-10-10,white,7
2024-10-10,purple,2
2024-10-10,orange,10
2024-10-10,pink,6
2024-10-10,gray,4
2024-10-10,brown,10
2024-10-10,cyan,5
2024-10-10,magenta,8
2024-10-10,navy,3
2024-10-10,teal,3
2024-10-10,maroon,9
2024-10-10,lime,6
2024-10-10,gold,9
2024-10-10,silver,9
2024-10-10,beige,0
2024-10-10,turquoise,0
2024-10-10,indigo,11
2024-10-11,red,12
2024-10-11,blue,9
2024-10-11,green,5
2024-10-11,yellow,8
2024-10-11,black,9
2024-10-11,white,5
2024-10-11,purple,11
2024-10-11,orange,9
2024-10-11,pink,4
2024-10-11,gray,0
2024-10-11,brown,9
2024-10-11,cyan,6
2024-10-11,magenta,10
2024-10-11,navy,9
2024-10-11,teal,11
2024-10-11,maroon,9
2024-10-11,lime,6
2024-10-11,gold,8
2024-10-11,silver,4
2024-10-11,beige,8
2024-10-11,turquoise,9
2024-10-11,indigo,11
2024-10-12,red,15
2024-10-12,blue,5
2024-10-12,green,4
2024-10-12,yellow,12
2024-10-12,black,15
2024-10-12,white,9
2024-10-12,purple,5
2024-10-12,orange,0
2024-10-12,pink,2
2024-10-12,gray,5
2024-10-12,brown,11
2024-10-12,cyan,7
2024-10-12,magenta,5
2024-10-12,navy,9
2024-10-12,teal,4
2024-10-12,maroon,7
2024-10-12,lime,6
2024-10-12,gold,10
2024-10-12,silver,9
2024-10-12,beige,7
2024-10-12,turquoise,7
2024-10-12,indigo,2
2024-10-13,red,13
2024-10-13,blue,7
2024-10-13,green,6
2024-10-13,yellow,5
2024-10-13,black,10
2024-10-13,white,6
2024-10-13,purple,0
2024-10-13,orange,4
2024-10-13,pink,3
2024-10-13,gray,0
2024-10-13,brown,4
2024-10-13,cyan,6
2024-10-13,magenta,12
2024-10-13,navy,4
2024-10-13,teal,9
2024-10-13,maroon,10
2024-10-13,lime,5
2024-10-13,gold,15
2024-10-13,silver,8
2024-10-13,beige,7
2024-10-13,turquoise,0
2024-10-13,indigo,1
2024-10-14,red,8
2024-10-14,blue,4
2024-10-14,green,8
2024-10-14,yellow,0
2024-10-14,black,15
2024-10-14,white,4
2024-10-14,purple,3
2024-10-14,orange,9
2024-10-14,pink,5
2024-10-14,gray,8
2024-10-14,brown,7
2024-10-14,cyan,4
2024-10-14,magenta,9
2024-10-14,navy,8
2024-10-14,teal,2
2024-10-14,maroon,9
2024-10-14,lime,2
2024-10-14,gold,14
2024-10-14,silver,0
2024-10-14,beige,8
2024-10-14,turquoise,11
2024-10-14,indigo,11
2024-10-15,red,10
2024-10-15,blue,4
2024-10-15,green,6
2024-10-15,yellow,2
2024-10-15,black,13
2024-10-15,white,6
2024-10-15,purple,8
2024-10-15,orange,9
2024-10-15,pink,6
2024-10-15,gray,8
2024-10-15,brown,3
2024-10-15,cyan,2
2024-10-15,magenta,2
2024-10-15,navy,0
2024-10-15,teal,10
2024-10-15,maroon,8
2024-10-15,lime,5
2024-10-15,gold,14
2024-10-15,silver,3
2024-10-15,beige,3
2024-10-15,turquoise,9
2024-10-15,indigo,5
2024-10-16,red,12
2024-10-16,blue,5
2024-10-16,green,6
2024-10-16,yellow,9
2024-10-16,black,12
2024-10-16,white,10
2024-10-16,purple,8
2024-10-16,orange,8
2024-10-16,pink,2
2024-10-16,gray,8
2024-10-16,brown,5
2024-10-16,cyan,0
2024-10-16,magenta,11
2024-10-16,navy,1
2024-10-16,teal,9
2024-10-16,maroon,1
2024-10-16,lime,6
2024-10-16,gold,13
2024-10-16,silver,2
2024-10-16,beige,3
2024-10-16,turquoise,6
2024-10-16,indigo,2
2024-10-17,red,12
2024-10-17,blue,3
2024-10-17,green,7
2024-10-17,yellow,0
2024-10-17,black,12
2024-10-17,white,6
2024-10-17,purple,2
2024-10-17,orange,6
2024-10-17,pink,12
2024-10-17,gray,5
2024-10-17,brown,6
2024-10-17,cyan,4
2024-10-17,magenta,3
2024-10-17,navy,7
2024-10-17,teal,3
2024-10-17,maroon,6
2024-10-17,lime,0
2024-10-17,gold,12
2024-10-17,silver,5
2024-10-17,beige,6
2024-10-17,turquoise,3
2024-10-17,indigo,10
2024-10-18,red,9
2024-10-18,blue,2
2024-10-18,green,6
2024-10-18,yellow,4
2024-10-18,black,7
2024-10-18,white,6
2024-10-18,purple,1
2024-10-18,orange,7
2024-10-18,pink,4
2024-10-18,gray,9
2024-10-18,brown,9
2024-10-18,cyan,0
2024-10-18,magenta,8
2024-10-18,navy,1
2024-10-18,teal,8
2024-10-18,maroon,3
2024-10-18,lime,3
2024-10-18,gold,13
2024-10-18,silver,4
2024-10-18,beige,3
2024-10-18,turquoise,3
2024-10-18,indigo,7
2024-10-19,red,7
2024-10-19,blue,11
2024-10-19,green,0
2024-10-19,yellow,3
2024-10-19,black,15
2024-10-19,white,6
2024-10-19,purple,3
2024-10-19,orange,3
2024-10-19,pink,0
2024-10-19,gray,5
2024-10-19,brown,2
2024-10-19,cyan,1
2024-10-19,magenta,4
2024-10-19,navy,6
2024-10-19,teal,6
2024-10-19,maroon,1
2024-10-19,lime,11
2024-10-19,gold,7
2024-10-19,silver,6
2024-10-19,beige,0
2024-10-19,turquoise,11
2024-10-19,indigo,10
2024-10-20,red,10
2024-10-20,blue,9
2024-10-20,green,1
2024-10-20,yellow,11
2024-10-20,black,7
2024-10-20,white,4
2024-10-20,purple,0
2024-10-20,orange,4
2024-10-20,pink,0
2024-10-20,gray,5
2024-10-20,brown,8
2024-10-20,cyan,7
2024-10-20,magenta,5
2024-10-20,navy,5
2024-10-20,teal,8
2024-10-20,maroon,6
2024-10-20,lime,4
2024-10-20,gold,11
2024-10-20,silver,6
2024-10-20,beige,0
2024-10-20,turquoise,1
2024-10-20,indigo,3
2024-10-21,red,8
2024-10-21,blue,6
2024-10-21,green,5
2024-10-21,yellow,8
2024-10-21,black,10
2024-10-21,white,4
2024-10-21,purple,6
2024-10-21,orange,11
2024-10-21,pink,8
2024-10-21,gray,9
2024-10-21,brown,8
2024-10-21,cyan,2
2024-10-21,magenta,11
2024-10-21,navy,9
2024-10-21,teal,0
2024-10-21,maroon,4
2024-10-21,lime,2
2024-10-21,gold,4
2024-10-21,silver,1
2024-10-21,beige,4
2024-10-21,turquoise,7
2024-10-21,indigo,2
2024-10-22,red,6
2024-10-22,blue,8
2024-10-22,green,0
2024-10-22,yellow,6
2024-10-22,black,10
2024-10-22,white,3
2024-10-22,purple,7
2024-10-22,orange,2
2024-10-22,pink,0
2024-10-22,gray,7
2024-10-22,brown,8
2024-10-22,cyan,0
2024-10-22,magenta,8
2024-10-22,navy,3
2024-10-22,teal,3
2024-10-22,maroon,6
2024-10-22,lime,7
2024-10-22,gold,4
2024-10-22,silver,7
2024-10-22,beige,6
2024-10-22,turquoise,6
2024-10-22,indigo,12
2024-10-23,red,11
2024-10-23,blue,8
2024-10-23,green,9
2024-10-23,yellow,11
2024-10-23,black,4
2024-10-23,white,4
2024-10-23,purple,1
2024-10-23,orange,9
2024-10-23,pink,8
2024-10-23,gray,6
2024-10-23,brown,6
2024-10-23,cyan,5
2024-10-23,magenta,5
2024-10-23,navy,3
2024-10-23,teal,3
2024-10-23,maroon,0
2024-10-23,lime,4
2024-10-23,gold,4
2024-10-23,silver,6
2024-10-23,beige,7
2024-10-23,turquoise,3
2024-10-23,indigo,0
2024-10-24,red,7
2024-10-24,blue,7
2024-10-24,green,6
2024-10-24,yellow,10
2024-10-24,black,11
2024-10-24,white,2
2024-10-24,purple,3
2024-10-24,orange,5
2024-10-24,pink,5
2024-10-24,gray,2
2024-10-24,brown,0
2024-10-24,cyan,2
2024-10-24,magenta,4
2024-10-24,navy,8
2024-10-24,teal,1
2024-10-24,maroon,8
2024-10-24,lime,11
2024-10-24,gold,7
2024-10-24,silver,6
2024-10-24,beige,7
2024-10-24,turquoise,4
2024-10-24,indigo,9
2024-10-25,red,10
2024-10-25,blue,8
2024-10-25,green,2
2024-10-25,yellow,10
2024-10-25,black,7
2024-10-25,white,9
2024-10-25,purple,8
2024-10-25,orange,3
2024-10-25,pink,3
2024-10-25,gray,5
2024-10-25,brown,2
2024-10-25,cyan,3
2024-10-25,magenta,6
2024-10-25,navy,5
2024-10-25,teal,3
2024-10-25,maroon,2
2024-10-25,lime,1
2024-10-25,gold,10
2024-10-25,silver,0
2024-10-25,beige,7
2024-10-25,turquoise,2
2024-10-25,indigo,5
2024-10-26,red,6
2024-10-26,blue,2
2024-10-26,green,6
2024-10-26,yellow,9
2024-10-26,black,15
2024-10-26,white,11
2024-10-26,purple,8
2024-10-26,orange,7
2024-10-26,pink,12
2024-10-26,gray,3
2024-10-26,brown,2
2024-10-26,cyan,6
2024-10-26,magenta,3
2024-10-26,navy,6
2024-10-26,teal,3
2024-10-26,maroon,9
2024-10-26,lime,5
2024-10-26,gold,8
2024-10-26,silver,5
2024-10-26,beige,8
2024-10-26,turquoise,6
2024-10-26,indigo,0
2024-10-27,red,5
2024-10-27,blue,4
2024-10-27,green,5
2024-10-27,yellow,7
2024-10-27,black,4
2024-10-27,white,9
2024-10-27,purple,10
2024-10-27,orange,0
2024-10-27,pink,9
2024-10-27,gray,11
2024-10-27,brown,10
2024-10-27,cyan,2
2024-10-27,magenta,9
2024-10-27,navy,5
2024-10-27,teal,8
2024-10-27,maroon,7
2024-10-27,lime,9
2024-10-27,gold,12
2024-10-27,silver,2
2024-10-27,beige,2
